Date,AAPL,IBM,MSFT,GOOG
2013-12-11,17.83,130.03,32.37,536.63
2013-12-12,17.8,128.67,32.04,532.98
2013-12-13,17.61,128.25,31.58,528.41
2013-12-16,17.71,132.0,31.75,534.49
2013-12-17,17.63,130.45,31.43,532.93
2013-12-18,17.49,132.63,31.48,540.35
2013-12-19,17.29,133.76,31.2,541.08
2013-12-20,17.44,133.61,31.67,548.26
2013-12-23,18.11,135.25,31.52,555.47
2013-12-24,18.03,135.98,31.91,553.84
2013-12-26,17.91,137.56,32.22,556.64
2013-12-27,17.79,137.36,32.1,557.11
2013-12-30,17.61,138.35,32.1,552.66
2013-12-31,17.82,139.21,32.2,558.26
2014-01-02,17.57,137.7,31.98,554.48
2014-01-03,17.18,138.52,31.77,550.44
2014-01-06,17.28,138.05,31.1,556.57
2014-01-07,17.15,140.8,31.34,567.3
2014-01-08,17.26,139.51,30.78,568.48
2014-01-09,17.04,139.07,30.58,563.01
2014-01-10,16.93,138.98,31.02,562.98
2014-01-13,17.02,136.68,30.11,559.39
2014-01-14,17.35,137.99,30.8,572.55
2014-01-15,17.7,139.34,31.64,572.17
2014-01-16,17.6,140.09,31.75,575.95
2014-01-17,17.17,141.08,31.31,573.12
2014-01-21,17.44,139.85,31.13,579.68
2014-01-22,17.52,135.26,30.92,580.33
2014-01-23,17.67,135.62,31.04,577.88
2014-01-24,17.34,133.33,31.68,559.82
2014-01-27,17.48,132.03,31.01,548.56
2014-01-28,16.09,131.25,31.22,559.41
2014-01-29,15.9,130.92,31.55,551.39
2014-01-30,15.87,131.63,31.73,565.58
2014-01-31,15.9,131.13,32.57,588.28
2014-02-03,15.93,128.32,31.4,564.6
2014-02-04,16.16,128.28,31.29,566.95
2014-02-05,16.28,129.32,30.83,569.47
2014-02-06,16.38,130.35,31.14,577.81
2014-02-07,16.6,132.27,31.47,586.52
2014-02-10,16.9,132.19,31.67,584.28
2014-02-11,17.12,134.1,31.99,592.87
2014-02-12,17.12,134.5,32.25,591.13
2014-02-13,17.4,135.7,32.37,597.71
2014-02-14,17.38,137.08,32.38,599.15
2014-02-18,17.45,136.71,32.45,603.18
2014-02-19,17.17,136.53,32.53,598.93
2014-02-20,16.97,137.5,32.73,599.81
2014-02-21,16.78,136.41,32.93,599.65
2014-02-24,16.86,136.9,32.68,603.99
2014-02-25,16.68,136.74,32.55,607.72
2014-02-26,16.53,137.35,32.49,607.81
2014-02-27,16.86,138.26,32.83,607.33
2014-02-28,16.81,138.18,33.22,605.56
2014-03-03,16.86,137.5,32.76,599.1
2014-03-04,16.97,139.13,33.31,605.19
2014-03-05,17.01,139.65,33.05,606.86
2014-03-06,16.96,140.03,33.08,607.53
2014-03-07,16.95,140.06,32.87,605.13
2014-03-10,16.96,139.09,32.8,603.52
2014-03-11,17.13,139.37,32.97,597.75
2014-03-12,17.15,138.97,33.19,601.4
2014-03-13,16.96,137.24,32.86,592.31
2014-03-14,16.76,135.97,32.69,584.21
2014-03-17,16.83,138.66,33.0,593.82
2014-03-18,16.98,139.41,34.3,603.37
2014-03-19,16.97,137.84,34.05,597.39
2014-03-20,16.89,140.22,34.97,596.34
2014-03-21,17.03,139.3,34.82,589.31
2014-03-24,17.23,140.48,35.12,576.8
2014-03-25,17.41,145.55,34.98,577.2
2014-03-26,17.25,143.74,34.5,563.87
2014-03-27,17.17,141.66,34.13,556.93
2014-03-28,17.15,142.12,34.95,558.46
2014-03-31,17.15,143.65,35.54,555.45
2014-04-01,17.31,145.15,35.92,565.61
2014-04-02,17.34,144.44,35.86,565.45
2014-04-03,17.22,143.79,35.56,568.18
2014-04-04,16.99,143.11,34.57,541.65
2014-04-07,16.73,145.16,34.51,536.68
2014-04-08,16.72,144.24,34.53,553.38
2014-04-09,16.94,146.74,35.09,562.6
2014-04-10,16.73,146.03,34.13,539.47
2014-04-11,16.6,145.66,34.0,529.15
2014-04-14,16.67,147.59,33.97,531.06
2014-04-15,16.55,147.03,34.47,534.97
2014-04-16,16.58,146.56,35.03,555.02
2014-04-17,16.77,141.79,34.69,534.63
2014-04-21,16.97,143.48,34.63,527.17
2014-04-22,16.99,143.39,34.68,533.35
2014-04-23,16.77,143.08,34.42,525.5
2014-04-24,18.14,141.95,34.56,523.72
2014-04-25,18.27,141.51,34.61,514.77
2014-04-28,18.98,144.13,35.44,515.73
2014-04-29,18.93,145.6,35.13,526.26
2014-04-30,18.85,146.62,35.03,525.22
2014-05-01,18.9,144.42,34.69,529.9
2014-05-02,18.93,142.86,34.42,526.48
2014-05-05,19.2,142.73,34.19,526.36
2014-05-06,18.99,141.81,33.87,513.73
2014-05-07,18.93,142.09,34.18,508.56
2014-05-08,18.89,141.79,34.37,509.6
2014-05-09,18.81,142.67,34.29,517.31
2014-05-12,19.05,144.54,34.66,528.47
2014-05-13,19.08,144.26,35.3,531.63
2014-05-14,19.08,141.65,35.14,525.21
2014-05-15,18.92,139.96,34.58,518.56
2014-05-16,19.2,140.41,34.78,519.2
2014-05-19,19.43,140.36,34.71,527.41
2014-05-20,19.43,138.78,34.65,528.32
2014-05-21,19.48,139.9,35.24,537.46
2014-05-22,19.51,139.37,35.02,543.57
2014-05-23,19.73,139.57,35.04,551.19
2014-05-27,20.1,138.69,35.1,564.4
2014-05-28,20.05,137.42,34.94,560.14
2014-05-29,20.42,137.93,35.23,558.55
2014-05-30,20.34,138.38,35.75,558.36
2014-06-02,20.2,139.38,35.62,552.41
2014-06-03,20.48,138.39,35.18,543.45
2014-06-04,20.72,138.49,35.21,543.17
2014-06-05,20.8,139.6,35.99,552.38
2014-06-06,20.74,139.89,36.22,554.81
2014-06-09,21.07,139.78,36.04,560.58
2014-06-10,21.2,138.33,35.9,559.02
2014-06-11,21.11,136.8,35.68,557.31
2014-06-12,20.76,136.02,35.44,549.84
2014-06-13,20.53,137.03,36.0,550.25
2014-06-16,20.74,136.87,36.24,542.79
2014-06-17,20.71,136.8,36.4,541.52
2014-06-18,20.73,137.81,36.37,551.85
2014-06-19,20.66,137.22,36.25,553.38
2014-06-20,20.45,136.27,36.4,554.84
2014-06-23,20.43,136.71,36.67,563.4
2014-06-24,20.31,135.77,36.46,563.07
2014-06-25,20.32,135.65,36.7,577.07
2014-06-26,20.44,135.38,36.43,574.42
2014-06-27,20.69,136.39,36.9,575.66
2014-06-30,20.9,136.06,36.42,573.7
2014-07-01,21.03,139.87,36.56,581.07
2014-07-02,21.02,141.4,36.59,580.74
2014-07-03,21.15,141.51,36.5,583.13
2014-07-07,21.58,141.14,36.67,580.66
2014-07-08,21.45,140.53,36.49,569.53
2014-07-09,21.45,141.43,36.39,574.5
2014-07-10,21.38,140.89,36.41,569.54
2014-07-11,21.42,141.11,36.76,577.59
2014-07-14,21.69,142.51,36.8,583.27
2014-07-15,21.44,141.48,37.07,583.18
2014-07-16,21.32,144.38,38.49,581.06
2014-07-17,20.94,144.48,38.89,572.16
2014-07-18,21.24,144.49,39.03,593.45
2014-07-21,21.13,143.25,39.16,587.86
2014-07-22,21.3,145.68,39.15,593.11
2014-07-23,21.86,145.34,39.18,594.35
2014-07-24,21.82,146.55,38.77,591.73
2014-07-25,21.97,145.92,38.86,587.41
2014-07-28,22.27,146.95,38.4,588.98
2014-07-29,22.13,146.04,38.33,584.01
2014-07-30,22.08,145.62,38.06,585.81
2014-07-31,21.5,143.87,37.69,570.03
2014-08-01,21.62,141.98,37.43,564.52
2014-08-04,21.5,142.34,37.87,571.58
2014-08-05,21.39,140.44,37.62,563.52
2014-08-06,21.36,140.41,37.32,564.82
2014-08-07,21.36,139.15,37.75,561.82
2014-08-08,21.41,140.91,37.73,567.21
2014-08-11,21.7,141.55,37.73,566.33
2014-08-12,21.69,141.45,38.0,561.19
2014-08-13,21.98,141.91,38.49,573.21
2014-08-14,22.04,141.86,38.66,573.08
2014-08-15,22.15,141.48,39.11,571.91
2014-08-18,22.41,142.97,39.39,580.57
2014-08-19,22.72,143.51,39.83,585.25
2014-08-20,22.73,143.53,39.5,582.89
2014-08-21,22.73,144.39,39.74,581.77
2014-08-22,22.9,143.77,39.67,580.96
2014-08-25,22.95,144.33,39.69,578.61
2014-08-26,22.8,145.71,39.55,576.28
2014-08-27,23.08,145.16,39.43,569.44
2014-08-28,23.11,144.97,39.44,567.64
2014-08-29,23.17,145.19,39.92,570.03
2014-09-02,23.35,144.63,39.62,575.75
2014-09-03,22.36,144.93,39.51,576.36
2014-09-04,22.18,143.97,39.77,580.39
2014-09-05,22.37,144.36,40.34,584.48
2014-09-08,22.23,143.56,40.83,588.11
2014-09-09,22.15,143.45,41.09,579.42
2014-09-10,22.83,144.62,41.16,581.5
2014-09-11,22.93,144.76,41.3,579.76
2014-09-12,22.98,144.42,41.04,574.04
2014-09-15,22.97,144.82,40.63,571.53
2014-09-16,22.8,145.69,41.09,578.36
2014-09-17,22.96,145.57,40.88,583.17
2014-09-18,23.01,146.29,41.02,587.66
2014-09-19,22.82,146.48,41.76,594.45
2014-09-22,22.84,145.8,41.35,585.76
2014-09-23,23.2,144.68,40.91,579.54
2014-09-24,23.0,145.2,41.37,586.38
2014-09-25,22.12,142.71,40.46,573.49
2014-09-26,22.77,143.5,40.78,575.52
2014-09-29,22.63,143.18,40.81,574.78
2014-09-30,22.77,143.33,40.74,575.78
2014-10-01,22.42,141.32,40.33,566.71
2014-10-02,22.58,141.12,40.21,568.52
2014-10-03,22.52,142.45,40.5,573.7
2014-10-06,22.52,142.73,40.5,575.77
2014-10-07,22.32,140.22,40.01,562.2
2014-10-08,22.78,142.97,41.11,570.93
2014-10-09,22.83,140.75,40.29,559.34
2014-10-10,22.77,140.38,38.69,543.0
2014-10-13,22.56,138.56,38.36,531.75
2014-10-14,22.32,138.78,38.43,536.47
2014-10-15,22.05,137.23,37.98,528.58
2014-10-16,21.76,135.79,37.56,523.07
2014-10-17,22.08,137.45,38.34,509.77
2014-10-20,22.55,127.68,38.73,519.41
2014-10-21,23.16,123.24,39.44,525.1
2014-10-22,23.28,122.16,39.0,531.25
2014-10-23,23.69,122.45,39.56,542.49
2014-10-24,23.78,122.38,40.54,538.3
2014-10-27,23.76,122.22,40.34,539.29
2014-10-28,24.13,123.52,40.85,547.4
2014-10-29,24.26,123.42,40.97,547.83
2014-10-30,24.18,124.09,40.47,548.8
2014-10-31,24.41,124.13,41.26,557.55
2014-11-03,24.73,124.1,41.69,553.7
2014-11-04,24.55,122.81,41.8,552.59
2014-11-05,24.61,122.18,42.06,544.43
2014-11-06,24.68,122.74,42.79,540.56
2014-11-07,24.75,123.21,42.78,539.53
2014-11-10,24.71,124.29,42.96,545.99
2014-11-11,24.9,124.14,42.94,548.78
2014-11-12,25.26,123.09,42.86,545.81
2014-11-13,25.61,123.75,43.59,543.89
2014-11-14,25.92,124.79,43.57,542.91
2014-11-17,25.88,124.79,43.46,535.04
2014-11-18,26.21,123.07,43.1,533.57
2014-11-19,26.03,122.72,42.64,535.52
2014-11-20,26.4,122.12,43.06,533.37
2014-11-21,26.44,122.33,42.43,536.03
2014-11-24,26.93,123.27,42.08,537.79
2014-11-25,26.7,122.97,41.98,539.6
2014-11-26,27.01,123.11,42.22,538.89
2014-11-28,27.0,123.28,42.28,540.35
2014-12-01,26.12,122.8,42.99,532.34
2014-12-02,26.02,123.66,42.85,532.29
2014-12-03,26.32,125.07,42.52,529.87
2014-12-04,26.22,124.71,43.19,535.84
2014-12-05,26.11,124.12,42.82,523.82
2014-12-08,25.52,123.05,42.18,525.54
2014-12-09,25.91,123.91,42.08,531.91
2014-12-10,25.41,122.02,41.47,524.62
2014-12-11,25.34,122.45,41.71,526.89
2014-12-12,24.91,118.12,41.52,517.24
2014-12-15,24.57,116.36,41.27,512.39
2014-12-16,24.23,115.1,39.93,494.03
2014-12-17,24.84,115.5,40.45,503.51
2014-12-18,25.57,119.87,42.02,509.7
2014-12-19,25.38,120.5,42.14,514.94
2014-12-22,25.64,122.73,42.43,523.43
2014-12-23,25.55,123.34,42.84,529.14
2014-12-24,25.43,123.02,42.57,527.32
2014-12-26,25.88,123.41,42.34,532.57
2014-12-29,25.86,122.02,41.96,528.88
2014-12-30,25.54,121.67,41.58,528.97
2014-12-31,25.06,121.97,41.07,524.96
2015-01-02,24.82,123.2,41.35,523.37
2015-01-05,24.12,121.26,40.97,512.46
2015-01-06,24.12,118.64,40.37,500.59
2015-01-07,24.46,117.87,40.88,499.73
2015-01-08,25.4,120.43,42.08,501.3
2015-01-09,25.43,120.96,41.73,494.81
2015-01-12,24.8,118.93,41.21,491.2
2015-01-13,25.02,119.21,40.99,494.82
2015-01-14,24.93,118.44,40.64,499.5
2015-01-15,24.25,117.5,40.22,500.42
2015-01-16,24.06,119.46,40.89,506.69
2015-01-20,24.68,119.31,41.02,505.51
2015-01-21,24.87,115.62,40.61,516.62
2015-01-22,25.52,118.13,41.68,532.93
2015-01-23,25.65,118.49,41.72,538.47
2015-01-26,25.68,118.87,41.57,533.74
2015-01-27,24.78,116.82,37.72,517.21
2015-01-28,26.18,115.21,36.42,508.6
2015-01-29,26.99,118.2,37.15,509.26
2015-01-30,26.6,116.55,35.72,533.06
2015-02-02,26.93,117.57,36.5,527.03
2015-02-03,26.93,120.47,36.79,527.79
2015-02-04,27.14,119.32,37.0,521.33
2015-02-05,27.34,120.04,37.54,526.14
2015-02-06,27.11,119.97,37.5,529.55
2015-02-09,27.29,119.23,37.46,526.38
2015-02-10,27.81,121.38,37.67,535.47
2015-02-11,28.46,121.11,37.48,534.5
2015-02-12,28.82,121.35,38.1,541.44
2015-02-13,28.96,122.79,38.79,547.51
2015-02-17,29.13,123.22,38.81,541.35
2015-02-18,29.34,124.16,38.77,538.22
2015-02-19,29.27,125.46,38.74,541.38
2015-02-20,29.51,125.28,39.06,537.47
2015-02-23,30.31,124.71,39.32,530.45
2015-02-24,30.12,126.18,39.26,534.62
2015-02-25,29.35,124.64,39.18,542.38
2015-02-26,29.72,123.15,39.24,553.96
2015-02-27,29.28,123.97,39.05,556.87
2015-03-02,29.42,122.85,39.08,569.78
2015-03-03,29.48,123.27,38.54,572.07
2015-03-04,29.3,122.04,38.35,571.8
2015-03-05,28.81,123.39,38.39,573.75
2015-03-06,28.85,121.34,37.72,566.13
2015-03-09,28.98,123.07,38.16,567.29
2015-03-10,28.38,120.81,37.43,553.49
2015-03-11,27.86,120.04,37.39,549.67
2015-03-12,28.36,120.94,36.53,553.99
2015-03-13,28.17,118.11,36.85,545.82
2015-03-16,28.48,120.25,37.01,552.99
2015-03-17,28.95,120.16,37.14,549.33
2015-03-18,29.28,122.34,37.85,557.97
2015-03-19,29.06,122.34,37.66,556.46
2015-03-20,28.69,124.69,38.19,558.83
2015-03-23,28.99,126.03,38.17,557.28
2015-03-24,28.87,124.78,38.2,568.63
2015-03-25,28.12,121.87,36.92,557.26
2015-03-26,28.32,122.94,36.7,553.65
2015-03-27,28.09,122.79,36.49,546.84
2015-03-30,28.8,124.53,36.48,550.52
2015-03-31,28.36,122.87,36.21,546.5
2015-04-01,28.32,121.86,36.26,541.07
2015-04-02,28.56,122.83,35.88,534.06
2015-04-06,29.02,124.05,37.0,535.3
2015-04-07,28.72,124.07,36.98,535.55
2015-04-08,28.63,123.9,36.89,540.13
2015-04-09,28.84,124.28,36.94,539.3
2015-04-10,28.97,124.67,37.15,538.53
2015-04-13,28.91,124.31,37.19,537.69
2015-04-14,28.78,124.25,37.09,528.94
2015-04-15,28.89,125.65,37.63,531.07
2015-04-16,28.76,124.88,37.55,532.34
2015-04-17,28.43,123.0,37.07,522.62
2015-04-20,29.08,127.2,38.21,533.91
2015-04-21,28.92,125.75,37.97,532.51
2015-04-22,29.31,126.59,38.29,537.89
2015-04-23,29.55,130.32,38.6,545.5
2015-04-24,29.69,129.97,42.63,563.51
2015-04-27,30.23,130.7,42.77,555.37
2015-04-28,29.76,133.14,43.78,553.68
2015-04-29,29.32,133.51,43.69,549.08
2015-04-30,28.52,131.13,43.32,537.34
2015-05-01,29.39,132.95,43.33,537.9
2015-05-04,29.33,133.18,42.96,540.78
2015-05-05,28.67,132.5,42.39,530.8
2015-05-06,28.49,131.16,41.22,524.22
2015-05-07,28.67,131.89,41.59,530.7
2015-05-08,29.21,133.19,42.52,538.22
2015-05-11,28.91,131.99,42.19,535.7
2015-05-12,28.81,131.55,42.17,529.04
2015-05-13,28.84,132.88,42.42,529.62
2015-05-14,29.51,134.25,43.39,538.4
2015-05-15,29.47,133.64,43.01,533.85
2015-05-18,29.8,133.49,42.76,532.3
2015-05-19,29.77,133.81,42.65,537.36
2015-05-20,29.77,134.03,42.65,539.27
2015-05-21,30.07,133.7,42.5,542.51
2015-05-22,30.33,132.84,42.04,540.11
2015-05-26,29.66,131.23,41.76,532.32
2015-05-27,30.22,132.67,42.67,539.79
2015-05-28,30.16,132.44,42.53,539.78
2015-05-29,29.82,130.86,42.0,532.11
2015-06-01,29.88,131.26,42.33,533.99
2015-06-02,29.74,130.86,42.06,539.18
2015-06-03,29.78,131.06,41.99,540.31
2015-06-04,29.61,129.88,41.55,536.7
2015-06-05,29.44,129.12,41.36,533.33
2015-06-08,29.25,127.53,40.99,526.83
2015-06-09,29.16,127.79,40.92,526.69
2015-06-10,29.5,130.29,41.78,536.69
2015-06-11,29.43,130.18,41.63,534.61
2015-06-12,29.1,128.8,41.2,532.33
2015-06-15,29.05,128.24,40.77,527.2
2015-06-16,29.2,128.69,41.08,528.15
2015-06-17,29.13,128.94,41.2,529.26
2015-06-18,29.27,129.78,41.88,536.73
2015-06-19,28.97,128.8,41.32,536.69
2015-06-22,29.2,129.37,41.44,538.19
2015-06-23,29.07,130.06,41.15,540.48
2015-06-24,29.32,128.79,40.91,537.84
2015-06-25,29.18,128.1,40.92,535.23
2015-06-26,29.01,127.62,40.57,531.69
2015-06-29,28.5,125.7,39.77,521.52
2015-06-30,28.71,125.46,39.57,520.51
2015-07-01,28.97,126.88,39.84,521.84
2015-07-02,28.94,127.34,39.8,523.4
2015-07-06,28.84,127.06,39.79,522.86
2015-07-07,28.77,127.27,39.71,525.02
2015-07-08,28.05,125.85,39.65,516.83
2015-07-09,27.48,126.38,39.91,520.68
2015-07-10,28.21,128.77,39.99,530.13
2015-07-13,28.76,130.65,40.82,546.55
2015-07-14,28.75,130.05,40.89,561.1
2015-07-15,29.02,129.99,41.02,560.22
2015-07-16,29.41,131.9,41.82,579.85
2015-07-17,29.66,133.06,41.79,672.93
2015-07-20,30.23,133.61,42.06,663.02
2015-07-21,29.92,125.78,42.38,662.3
2015-07-22,28.66,123.68,40.82,662.1
2015-07-23,28.64,124.75,41.33,644.28
2015-07-24,28.49,123.22,41.18,623.56
2015-07-27,28.1,122.7,40.65,627.26
2015-07-28,28.24,123.45,40.64,628.0
2015-07-29,28.15,124.25,41.49,631.93
2015-07-30,28.01,124.15,42.02,632.59
2015-07-31,27.76,124.95,41.86,625.61
2015-08-03,27.11,122.42,41.96,631.21
2015-08-04,26.24,121.56,42.61,629.25
2015-08-05,26.41,121.79,42.65,643.78
2015-08-06,26.47,121.57,41.79,642.68
2015-08-07,26.56,120.64,41.9,635.3
2015-08-10,27.52,121.91,42.42,633.73
2015-08-11,26.09,120.94,41.6,660.78
2015-08-12,26.49,121.45,41.9,659.56
2015-08-13,26.47,120.6,41.89,656.45
2015-08-14,26.66,121.13,42.13,657.12
2015-08-17,26.93,121.57,42.42,660.87
2015-08-18,26.78,121.33,42.65,656.13
2015-08-19,26.44,119.72,42.05,660.9
2015-08-20,25.9,118.73,41.2,646.83
2015-08-21,24.31,115.77,38.86,612.48
2015-08-24,23.71,111.58,37.61,589.61
2015-08-25,23.85,109.63,36.51,582.06
2015-08-26,25.22,114.09,38.54,628.62
2015-08-27,25.96,115.52,39.61,637.61
2015-08-28,26.04,115.09,39.64,630.38
2015-08-31,25.92,115.02,39.27,618.25
2015-09-01,24.76,110.97,37.73,597.79
2015-09-02,25.83,112.81,39.12,614.34
2015-09-03,25.37,114.16,39.25,606.25
2015-09-04,25.12,111.76,38.45,600.7
2015-09-08,25.82,114.51,39.6,614.66
2015-09-09,25.32,112.81,38.86,612.72
2015-09-10,25.88,113.7,39.06,621.35
2015-09-11,26.26,114.61,39.23,625.77
2015-09-14,26.51,113.28,38.83,623.24
2015-09-15,26.73,114.74,39.68,635.14
2015-09-16,26.76,115.42,39.97,635.98
2015-09-17,26.19,115.21,39.92,642.9
2015-09-18,26.08,112.39,39.23,629.25
2015-09-21,26.49,113.92,39.8,635.44
2015-09-22,26.07,112.33,39.61,622.69
2015-09-23,26.28,111.73,39.58,622.36
2015-09-24,26.44,112.31,39.62,625.8
2015-09-25,26.37,113.1,39.65,611.97
2015-09-28,25.85,110.84,39.06,594.89
2015-09-29,25.07,110.8,39.19,594.97
2015-09-30,25.36,112.75,39.93,608.42
2015-10-01,25.19,111.67,40.25,611.29
2015-10-02,25.38,112.44,41.12,626.91
2015-10-05,25.47,115.91,42.07,641.47
2015-10-06,25.59,115.71,42.18,645.44
2015-10-07,25.47,116.73,42.23,642.36
2015-10-08,25.17,118.43,42.81,639.16
2015-10-09,25.78,118.52,42.51,643.61
2015-10-12,25.66,117.55,42.41,646.67
2015-10-13,25.7,116.36,42.31,652.3
2015-10-14,25.34,116.67,42.12,651.16
2015-10-15,25.72,116.73,42.42,661.74
2015-10-16,25.53,116.96,42.87,662.2
2015-10-19,25.69,116.05,42.97,666.1
2015-10-20,26.16,109.38,43.1,650.28
2015-10-21,26.15,109.6,42.59,642.61
2015-10-22,26.55,112.06,43.34,651.79
2015-10-23,27.38,112.52,47.7,702.0
2015-10-26,26.5,111.73,48.95,712.78
2015-10-27,26.33,107.22,48.44,708.49
2015-10-28,27.42,109.53,48.7,712.95
2015-10-29,27.71,109.31,48.14,716.92
2015-10-30,27.47,108.94,47.49,710.81
2015-11-02,27.86,109.17,48.04,721.11
2015-11-03,28.18,110.34,48.86,722.16
2015-11-04,28.05,110.15,49.08,728.11
2015-11-05,27.92,108.8,49.06,731.25
2015-11-06,27.95,108.53,49.55,733.76
2015-11-09,27.84,106.22,48.87,724.89
2015-11-10,26.96,106.35,48.28,728.32
2015-11-11,26.81,105.99,48.41,735.4
2015-11-12,26.72,104.44,48.11,731.23
2015-11-13,25.94,103.43,47.68,717.0
2015-11-16,26.36,104.97,48.51,728.96
2015-11-17,26.25,105.05,48.11,725.3
2015-11-18,27.08,106.62,48.91,740.0
2015-11-19,27.42,107.34,49.0,738.41
2015-11-20,27.54,108.73,49.22,756.6
2015-11-23,27.19,108.69,49.22,755.98
2015-11-24,27.45,108.8,49.28,748.28
2015-11-25,27.25,108.33,48.77,748.15
2015-11-27,27.2,108.69,48.99,750.26
2015-11-30,27.31,109.45,49.37,742.6
2015-12-01,27.09,110.91,50.16,767.04
2015-12-02,26.85,109.67,50.15,762.38
2015-12-03,26.6,109.06,49.23,752.54
2015-12-04,27.48,110.24,50.79,766.81
2015-12-07,27.31,109.55,50.69,763.25
2015-12-08,27.3,108.37,50.68,762.37
2015-12-09,26.69,107.24,49.94,751.61
2015-12-10,26.82,107.38,50.2,749.46
2015-12-11,26.13,105.64,49.1,738.87
2015-12-14,25.97,106.71,50.09,747.77
2015-12-15,25.51,108.17,50.14,743.4
2015-12-16,25.71,109.35,50.98,758.09
2015-12-17,25.16,107.35,50.59,749.43
2015-12-18,24.48,105.9,49.17,739.31
2015-12-21,24.78,106.37,49.8,747.77
2015-12-22,24.76,108.28,50.28,750.0
2015-12-23,25.08,108.76,50.7,750.31
2015-12-24,24.94,108.53,50.57,748.4
2015-12-28,24.66,108.03,50.82,762.51
2015-12-29,25.11,109.73,51.37,776.6
2015-12-30,24.78,109.39,51.15,771.0
2015-12-31,24.3,108.04,50.39,758.88
