Date,AAPL,IBM,MSFT,GOOG
2012-05-22,694870400,3567100,39504900,6126679
2012-05-23,584897600,4100000,65171000,6380025
2012-05-24,496230000,3569300,52575000,3796778
2012-05-25,328507200,2901900,29507200,7190652
2012-05-29,380508800,3618500,37758800,5230934
2012-05-30,529429600,3602500,41585500,3827694
2012-05-31,491674400,9287500,39134000,5958852
2012-06-01,520987600,5206400,56634300,6138724
2012-06-04,556995600,4624500,47926300,4883637
2012-06-05,388214400,3556500,45715400,4697341
2012-06-06,401455600,3641300,46860500,4207311
2012-06-07,379766800,3701100,37792800,3530183
2012-06-08,347516400,2479200,42551100,2831373
2012-06-11,591264800,3273300,46361900,5342149
2012-06-12,435380400,3023700,35337900,6472570
2012-06-13,293580000,3247700,32984600,3923050
2012-06-14,345573200,3585000,39458900,4707379
2012-06-15,335255200,6389000,62314400,6024898
2012-06-18,440412000,3378900,58679900,5012518
2012-06-19,361404400,3297600,75725800,4167964
2012-06-20,358943200,3378200,36257100,4710992
2012-06-21,326351200,4316600,48456600,4037678
2012-06-22,284471600,8823000,45098100,4472501
2012-06-25,304382400,3211600,42217200,3175056
2012-06-26,276536400,3435900,38421300,2710522
2012-06-27,202997200,2762700,33781700,3397286
2012-06-28,282836400,3967300,45328400,3856200
2012-06-29,421500800,5259600,55227200,5057887
2012-07-02,400092000,2827000,30589100,3323410
2012-07-03,241712800,1450400,20938100,2387917
2012-07-05,484383200,2690200,28801900,4709386
2012-07-06,418930400,4952900,38294800,4339806
2012-07-09,379405600,3988100,30680800,3443057
2012-07-10,511957600,4690300,37534100,3860617
2012-07-11,469322000,5456100,39184900,7024832
2012-07-12,428041600,4931300,63523600,4636915
2012-07-13,311427200,3933000,39085000,3966813
2012-07-16,301260400,3144400,27900600,2936164
2012-07-17,293624800,5158600,33771300,3372795
2012-07-18,252700000,8019500,41090400,3108006
2012-07-19,436861600,10395400,46663200,9384444
2012-07-20,397471200,4789700,64021700,12975855
2012-07-23,487975600,3904500,55151900,7150100
2012-07-24,565132400,3597100,47723300,4033863
2012-07-25,877312800,3833800,45579500,3659666
2012-07-26,406632800,3282900,45301400,3383033
2012-07-27,403936400,4177300,44242600,7126010
2012-07-30,379142400,2787000,28905000,4389793
2012-07-31,462327600,3507000,37620900,3745185
2012-08-01,384501600,2559300,31721800,3703028
2012-08-02,332158400,2812600,39520500,3970226
2012-08-03,344920800,3278100,35859400,3808422
2012-08-06,302103200,2337800,27471800,3578162
2012-08-07,290446800,3209400,28002900,3978457
2012-08-08,244706000,2068300,26257600,2654312
2012-08-09,221642400,2160100,24920800,2148623
2012-08-10,194938800,2600500,27810300,2879954
2012-08-13,278832400,2418300,23049100,6560298
2012-08-14,340169200,2562300,34551400,7350850
2012-08-15,257342400,2111800,24351000,4839472
2012-08-16,254534000,2729500,35787200,3448277
2012-08-17,442761200,2551800,32589900,4371725
2012-08-20,613384800,2336000,23737700,3529380
2012-08-21,812719600,3111300,28822700,4461059
2012-08-22,565322800,3296100,33437400,3832712
2012-08-23,420128800,2757400,28355600,3581775
2012-08-24,437340400,2639500,22943300,2863894
2012-08-27,427008400,2498800,34691100,5246994
2012-08-28,267416800,2539200,23947900,4132632
2012-08-29,202806800,2141400,23346800,6003017
2012-08-30,302699600,2740900,23982100,3265996
2012-08-31,338321200,3193300,36590100,4270146
2012-09-04,367892000,4514400,48556700,3793365
2012-09-05,336375200,3312500,33650000,3429206
2012-09-06,391196400,3931700,48371700,6109816
2012-09-07,329666400,3413700,42649100,6490236
2012-09-10,487998000,4208000,40524000,5139191
2012-09-11,503983200,3910600,25191800,3761647
2012-09-12,712233200,3284000,32775800,5304408
2012-09-13,598360000,3879600,45047300,5337933
2012-09-14,600474000,4057100,51422800,5256630
2012-09-17,398031200,3275100,36488500,3027907
2012-09-18,373503200,2476100,34542700,4149094
2012-09-19,326874800,2605600,48871900,6219826
2012-09-20,336568400,3739100,45543000,5836595
2012-09-21,571589200,12771500,102348900,12765871
2012-09-24,639766400,3511100,46825900,7154316
2012-09-25,518789600,3345200,54266400,12162417
2012-09-26,576503200,3423300,54672000,11388327
2012-09-27,594090000,2771900,47129900,7891669
2012-09-28,535110800,4910900,54229300,5587866
2012-10-01,543594800,5456900,54042700,6359749
2012-10-02,627992400,3321000,43338900,5601317
2012-10-03,424281200,3192300,46655900,4433155
2012-10-04,370725600,2957500,43634900,4926798
2012-10-05,594006000,2858400,41133900,5492310
2012-10-08,637994000,1982600,29752000,3931883
2012-10-09,838597200,3580400,45121100,6028913
2012-10-10,510356000,4024500,47227100,4095092
2012-10-11,546081200,2910000,41488500,4785671
2012-10-12,460014800,2712000,46464700,4826423
2012-10-15,432502000,3060900,42440200,6060833
2012-10-16,549771600,5632100,47739400,4131829
2012-10-17,389037600,12673900,44206100,4602989
2012-10-18,476624400,9295900,59238500,24978074
2012-10-19,744086000,6620300,90470800,23050476
2012-10-22,546730800,4402500,83374000,8141603
2012-10-23,707145600,4427400,64414800,5855064
2012-10-24,558527200,3738000,53320400,5011715
2012-10-25,656325600,3249600,54084300,4820200
2012-10-26,1018432800,4006500,57790000,3916224
2012-10-31,510003200,6052300,69464100,3085522
2012-11-01,361298000,3758800,72047900,4115569
2012-11-02,599373600,4260100,57131600,4666225
2012-11-05,529135600,2736200,38070800,3284064
2012-11-06,374917200,3281000,43401500,3177465
2012-11-07,793648800,4746200,57871800,4481334
2012-11-08,1056146000,3542200,49841800,5213468
2012-11-09,929913600,3671600,43291200,6251545
2012-11-12,515802000,3067400,61112300,2822339
2012-11-13,532949200,3406700,131689200,3200351
2012-11-14,477170400,4404400,76086100,3349307
2012-11-15,789910800,3411700,50955600,3711660
2012-11-16,1266893600,4660800,64083300,6902174
2012-11-19,823317600,3588900,57179300,4754153
2012-11-20,642754000,3170200,47070400,4193058
2012-11-21,373002000,5189600,66360300,4240234
2012-11-23,272826400,3877600,57845700,1851916
2012-11-26,630579600,5210300,85198700,4425727
2012-11-27,533330000,3290900,45018600,5036206
2012-11-28,520864400,3603600,53018400,6106804
2012-11-29,514698800,4077900,69551400,5573814
2012-11-30,391319600,4936400,83690200,6350916
2012-12-03,364280000,3349600,53173800,4401436
2012-12-04,557068400,3990700,49777500,3998331
2012-12-05,1044638000,4202100,68283800,3738761
2012-12-06,1177212400,3216600,39182300,2935562
2012-12-07,787040800,4091300,46162100,3852988
2012-12-10,630484400,3438500,47031100,2743645
2012-12-11,592345600,4144000,52282800,5395348
2012-12-12,487144000,4241900,43966300,4870186
2012-12-13,625259600,3623200,45080100,6915625
2012-12-14,1009579200,3826900,42077500,4276168
2012-12-17,757607200,3792400,42046100,6093555
2012-12-18,625685200,4125900,50486900,6032326
2012-12-19,449369200,4270500,53519900,3851583
2012-12-20,481689600,4184500,52607300,3326422
2012-12-21,596268400,8225300,98776500,7078433
2012-12-24,175753200,1631200,20842400,1688104
2012-12-26,302436400,2776500,31631100,2373664
2012-12-27,455120400,3967600,39394000,3307150
2012-12-28,354278400,3536600,28239900,2814510
2012-12-31,659492400,4684900,42749500,4009773
2013-01-02,560518000,4234100,52899300,5101651
2013-01-03,352965200,3644700,48294400,4653778
2013-01-04,594333600,3380200,52521100,5547717
2013-01-07,484156400,2862300,37110400,3323812
2013-01-08,458707200,3026900,44703100,3364765
2013-01-09,407604400,3212000,49047900,4064578
2013-01-10,601146000,3608100,71431300,3685161
2013-01-11,350506800,3880400,55512100,2580034
2013-01-14,734207600,4172200,48324400,5749269
2013-01-15,876772400,4172100,48244500,7884844
2013-01-16,690804800,2962900,41077400,4061968
2013-01-17,453678400,3881600,51685900,4439578
2013-01-18,472922800,4559600,52167700,6477790
2013-01-22,461546400,7172300,58650600,7613230
2013-01-23,861509600,12530500,50387700,11862498
2013-01-24,1460852400,4447200,101739300,6790758
2013-01-25,1208026400,3358900,81847700,4468486
2013-01-28,785517600,2823700,56056500,3266398
2013-01-29,571158000,3617100,49242600,3507297
2013-01-30,417155200,2998400,43580500,3478991
2013-01-31,319334400,3091400,50530000,3280651
2013-02-01,539484400,3370700,55565900,7520283
2013-02-04,477117200,3188800,50540000,6103793
2013-02-05,573347600,3636900,35410400,3755424
2013-02-06,593706400,3624200,41889600,4171778
2013-02-07,704580800,3076700,38028300,5701692
2013-02-08,633158400,2893300,33318500,6062840
2013-02-11,517490400,2944700,32247700,4351851
2013-02-12,609053200,2461800,35990900,3731936
2013-02-13,475207600,2169800,41715600,2405382
2013-02-14,355275200,3294200,32663200,3483609
2013-02-15,391745200,3627800,49650900,5480064
2013-02-19,435783600,2998300,38781400,5885578
2013-02-20,476302400,3715400,44110200,5549122
2013-02-21,447182400,3922900,49078500,7039086
2013-02-22,330654800,3107900,31425900,4123197
2013-02-25,372579200,3844800,48011800,4625071
2013-02-26,501499600,3391600,49923300,4421511
2013-02-27,587350400,4185100,36394700,4067389
2013-02-28,322515200,4689200,35840200,4548586
2013-03-01,552448400,3308300,34849700,4367108
2013-03-04,582755600,3693400,38157500,5572007
2013-03-05,638433600,3807800,41432200,8118517
2013-03-06,460250000,3594800,51448500,5767537
2013-03-07,468473600,3884400,29196700,4120788
2013-03-08,391482000,3700500,37667800,5845629
2013-03-11,474236000,3049700,36627500,3201355
2013-03-12,465911600,3591600,39255200,4031655
2013-03-13,405549200,3355900,29093400,3294904
2013-03-14,303875600,5505500,55914800,3314778
2013-03-15,643960800,7930300,92710300,6222637
2013-03-18,606197200,3006000,44809400,3690381
2013-03-19,526775200,3198600,51901600,4212129
2013-03-20,308660800,3019000,35447800,2938573
2013-03-21,383255600,5830400,34233200,2966277
2013-03-22,395105200,3031500,28720900,2987556
2013-03-25,501135600,3242500,44154000,3436834
2013-03-26,294294000,2300300,27824300,2392735
2013-03-27,331237200,3223400,36047400,4342616
2013-03-28,442839600,3749900,55453800,4592750
2013-04-01,389732000,2144500,29201100,3628148
2013-04-02,529519200,3116800,28456500,4098304
2013-04-03,363216000,3128800,35062800,3490033
2013-04-04,358447600,3709500,45263200,4913548
2013-04-05,383695200,4148000,50927300,6893542
2013-04-08,300829200,2351200,34759500,5685431
2013-04-09,306614000,2577300,77733800,4330772
2013-04-10,375928000,3524200,71116700,3972033
2013-04-11,328364400,3655600,130923200,4072608
2013-04-12,238613200,3165400,62886300,3285670
2013-04-15,317520000,4218100,56332900,4924590
2013-04-16,305771200,2859500,52797300,3497059
2013-04-17,945056000,3269800,52840700,4089270
2013-04-18,666299200,6502000,56906600,6669907
2013-04-19,609274400,18847000,99790700,11649904
2013-04-22,429920400,9845400,137904000,5788415
2013-04-23,664238400,6296100,59126900,4601784
2013-04-24,969651200,3693900,90946600,3671912
2013-04-25,384837600,4650900,110700200,3999335
2013-04-26,764097600,3490300,47799300,4994049
2013-04-29,640326400,5932400,59116400,4618848
2013-04-30,691538400,7539900,75165200,4630692
2013-05-01,506909200,4899100,54330900,2920907
2013-05-02,421828400,3945100,46059500,4051730
2013-05-03,361300800,4492700,46784600,5044036
2013-05-06,496641600,4826500,40978300,4298652
2013-05-07,483753200,3451000,43078300,3932686
2013-05-08,472598000,3601700,51595700,4955104
2013-05-09,398487600,3542300,46417800,4417697
2013-05-10,334852000,3279200,36394900,3809626
2013-05-13,316948800,3648400,36027600,2907859
2013-05-14,447118000,3699700,56870100,3170439
2013-05-15,741613600,4028100,46303900,8001680
2013-05-16,603204000,4507000,59382900,6443261
2013-05-17,427904400,5704100,60666700,5604930
2013-05-20,451578400,3614500,54020800,4562437
2013-05-21,456022000,2982900,48702400,3980866
2013-05-22,443038400,5186800,66047500,5140396
2013-05-23,353021200,5179100,51102700,4567255
2013-05-24,276166800,3295800,33174400,4610818
2013-05-28,386145200,4011500,48212100,4531923
2013-05-29,330576400,3439400,38412200,4041893
2013-05-30,353519600,4399700,51131000,4257298
2013-05-31,384302800,4949000,56165700,3953564
2013-06-03,372352400,3322000,51252600,4969959
2013-06-04,292728800,3598300,65529500,3751208
2013-06-05,290589600,4215400,46025100,4229394
2013-06-06,416934000,3679400,37618500,5177534
2013-06-07,404535600,2953400,40757300,5369250
2013-06-10,450153200,2652300,35994500,4693125
2013-06-11,286112400,2814400,39435900,3528376
2013-06-12,265227200,3409800,37372700,4426128
2013-06-13,285832400,2899500,45654900,4155317
2013-06-14,271866000,2804500,53192600,4506830
2013-06-17,259414400,3219900,49670100,4308690
2013-06-18,195025600,3277800,28616500,4350044
2013-06-19,310940000,2846100,30816200,5853659
2013-06-20,357310800,4514800,54493700,6769278
2013-06-21,481118400,8914800,85338500,7994453
2013-06-24,480746000,4356200,56109000,6056416
2013-06-25,314162800,3846200,44073400,5125540
2013-06-26,367724000,3320200,48665900,3676529
2013-06-27,337246000,3514200,28993100,3867442
2013-06-28,578516400,10055800,65545500,4716212
2013-07-01,391053600,4442400,31055400,3462530
2013-07-02,469865200,3657700,37630000,3797180
2013-07-03,240928800,1872600,15994400,2101849
2013-07-05,274024800,2405400,26085900,3416558
2013-07-08,298138400,2947500,32396900,3953764
2013-07-09,352584400,5204200,25318500,3973639
2013-07-10,281405600,3892000,29658800,3429607
2013-07-11,326292400,4177500,53638300,5187772
2013-07-12,279563200,4494700,35501200,5155652
2013-07-15,241917200,5674700,34142600,3935697
2013-07-16,216538000,3745300,36378500,3980866
2013-07-17,198990400,6868400,37285100,3023490
2013-07-18,218878800,8393400,49547100,7296246
2013-07-19,268721600,6997600,248428500,14773769
2013-07-22,207796400,3398000,79040700,5828164
2013-07-23,369395600,2863800,65810400,4106736
2013-07-24,591936800,2957900,52803100,4172581
2013-07-25,229493600,3014300,63213000,6024698
2013-07-26,200152400,2485100,38633600,3568727
2013-07-29,248057600,2113700,28870700,3797983
2013-07-30,309422400,2663200,45799500,3524361
2013-07-31,322957600,3810000,43898400,4363294
2013-08-01,206250800,2877700,42557900,4292830
2013-08-02,274783600,3874000,29199900,3440648
2013-08-05,318855600,2490900,30984000,2629218
2013-08-06,334857600,5938500,36331500,3023490
2013-08-07,298858000,3901700,38078600,2768739
2013-08-08,255777200,4547600,59034400,2987155
2013-08-09,266865200,3249600,26800700,2657323
2013-08-12,364434000,3026500,25493700,2764323
2013-08-13,881941200,3542900,39464100,2850244
2013-08-14,756372400,2892300,48519600,4180009
2013-08-15,490294000,3692400,33338000,3752412
2013-08-16,362306000,3426400,32866300,3362757
2013-08-19,510518400,3248900,27902500,3635375
2013-08-20,358688400,3117800,22979600,2475243
2013-08-21,335879600,3551000,37409100,3527774
2013-08-22,244207600,2354300,31169900,1746321
2013-08-23,222731600,2292700,225493800,2162274
2013-08-26,330965600,2170400,72786800,2112890
2013-08-27,424188800,3190700,58522300,3481200
2013-08-28,307608000,3979200,44257400,2669770
2013-08-29,239657600,2980900,45284700,2968084
2013-08-30,272297200,2731000,42790200,3737155
2013-09-03,331928800,3487200,154507000,4110550
2013-09-04,345032800,2597900,142320600,4097702
2013-09-05,236367600,2867600,71644900,2592280
2013-09-06,359525600,2903500,75434900,3134907
2013-09-09,340687200,3017200,49628500,2478455
2013-09-10,743195600,3149600,56881200,2584852
2013-09-11,898696400,4962900,39087500,3233274
2013-09-12,404051200,3354800,32860200,2199212
2013-09-13,298835600,3710400,40899000,2660736
2013-09-16,543706800,3902400,52839700,2683019
2013-09-17,399380800,2930900,84716500,2528241
2013-09-18,456862000,3841800,64099900,3883903
2013-09-19,404541200,3178100,42026600,3207779
2013-09-20,699302800,8525900,102904900,8723175
2013-09-23,762106800,3340800,39826100,3568124
2013-09-24,364344400,3085300,40685000,2984746
2013-09-25,316957200,2654500,28907500,3310362
2013-09-26,237221600,2093600,28504000,2529245
2013-09-27,228040400,3905500,55348000,2527037
2013-09-30,260156400,3978200,39839500,3457712
2013-10-01,353883600,2681200,36718700,3382230
2013-10-02,289184000,3617100,46946800,3001810
2013-10-03,322753200,3211800,38703800,4249870
2013-10-04,258868400,2863600,33008100,2726180
2013-10-07,312292400,3966400,35069300,2596897
2013-10-08,290917200,5578300,41017600,3901971
2013-10-09,301725200,4423500,35878600,5322475
2013-10-10,278602800,3658900,42875100,4527507
2013-10-11,267738800,3232600,30033300,2828362
2013-10-14,261898000,2663100,27757900,2496523
2013-10-15,320073600,3365100,47097800,3195734
2013-10-16,251101200,6718000,35111600,4030250
2013-10-17,253593200,22368900,31359200,8545110
2013-10-18,290542000,10548000,41811700,23219507
2013-10-21,398106800,7098700,27433500,7283800
2013-10-22,534063600,6977300,40438500,4433757
2013-10-23,313723200,5409400,58600500,5346365
2013-10-24,384764800,5533300,53209700,4199883
2013-10-25,337792000,4842800,113494000,4076222
2013-10-28,550440800,3712700,38383600,2326086
2013-10-29,635807200,8904600,31702200,3222032
2013-10-30,354163600,5273700,36997700,2658126
2013-10-31,275696400,4318100,41682300,3292294
2013-11-01,274890000,3644500,40264600,2576220
2013-11-04,244627600,3483300,28060700,2286137
2013-11-05,265213200,6096800,51681900,2371656
2013-11-06,223375600,4560700,88948800,1832644
2013-11-07,262620400,5219500,60437400,3371791
2013-11-08,279316800,6275000,36737800,2591276
2013-11-11,227452400,5222300,26872500,2233541
2013-11-12,204276800,4258500,31651600,2445331
2013-11-13,197220800,4704400,44957600,3170640
2013-11-14,282419200,6321500,46183700,2342146
2013-11-15,317920400,5176100,50601300,2562168
2013-11-18,244944000,5344900,53277500,3532592
2013-11-19,208938800,4577000,44275000,2271683
2013-11-20,193916800,3645800,32229900,1934624
2013-11-21,262026800,4459500,23064700,2191785
2013-11-22,223725600,7610200,27982000,2517802
2013-11-25,229311600,7161900,30646800,3238092
2013-11-26,401382800,5756000,34465300,4589739
2013-11-27,363448400,4596500,26002100,2255623
2013-11-29,318127600,2870500,22090400,2394542
2013-12-02,472544800,4560000,42950400,2756694
2013-12-03,450968000,5864000,52109800,3364765
2013-12-04,377809600,5267400,51983600,2392133
2013-12-05,447580000,4384900,116305000,2275899
2013-12-06,344352400,4739800,36457300,2868311
2013-12-09,320493600,3796600,30286000,2976314
2013-12-10,278269600,4127800,37828600,3721698
2013-12-11,359718800,4090400,39853400,3436432
2013-12-12,262290000,5671600,36012800,3204968
2013-12-13,332822000,4184400,40066100,4341010
2013-12-16,282592800,7517000,31734200,3216009
2013-12-17,229902400,5471900,45687700,3082912
2013-12-18,565863200,5697700,63192100,4437169
2013-12-19,320308800,5927000,34160100,3343887
2013-12-20,436413600,7653500,62649100,6547651
2013-12-23,501306400,4079900,25128700,3456106
2013-12-24,167554800,1613600,14243000,1473904
2013-12-26,204008000,3325700,17612800,2685629
2013-12-27,225884400,3381600,14563000,3151167
2013-12-30,253629600,3018600,16290500,2481466
2013-12-31,223084400,3619700,17503500,2725979
2014-01-02,234684800,4546500,30632200,3656454
2014-01-03,392467600,4063200,31134800,3345894
2014-01-06,412610800,4067800,43603700,3551864
2014-01-07,317209200,5932300,35802800,5124336
2014-01-08,258529600,4603700,59971700,4501811
2014-01-09,279148800,4321300,36516300,4184626
2014-01-10,304976000,4022400,40548800,4303069
2014-01-13,378492800,5784700,45901900,4855933
2014-01-14,332561600,4619200,41623300,4983811
2014-01-15,391638800,4816500,44812600,3915020
2014-01-16,229278000,4770300,38018700,3380423
2014-01-17,426739600,7644600,46267500,5422850
2014-01-21,328526800,11076300,31567300,3974642
2014-01-22,379985200,13796100,21904300,3154580
2014-01-23,403239200,6973900,43954000,3912811
2014-01-24,429354800,6890600,76395500,7814180
2014-01-27,554878800,5208600,44420800,8739837
2014-01-28,1065523200,5333300,36205500,4436969
2014-01-29,502810000,4970900,52745900,4777641
2014-01-30,678501600,4853700,35036300,10220968
2014-01-31,464797200,5193400,93162300,11174328
2014-02-03,401464000,7186800,64063100,9172452
2014-02-04,376681200,4349800,54697900,5644879
2014-02-05,328344800,4712300,55814400,4806950
2014-02-06,257765200,4292200,35351800,3907793
2014-02-07,370280400,4692900,33260500,5292162
2014-02-10,345559200,3540400,26767000,3904982
2014-02-11,282256800,4647300,32141400,4116974
2014-02-12,308100800,3983000,27051800,3461928
2014-02-13,307398000,4482000,37635500,3686567
2014-02-14,272924400,4659900,31407500,4389793
2014-02-18,260251600,4435200,32834000,4233609
2014-02-19,313768000,4671500,29750400,4222970
2014-02-20,305858000,4968200,27526100,3414350
2014-02-21,278784800,5699300,38021300,3738561
2014-02-24,288909600,4595300,32085100,3361151
2014-02-25,231952000,3902300,30736500,2888185
2014-02-26,276217200,3740700,41041800,3979260
2014-02-27,301882000,3827800,33903400,2529446
2014-02-28,371968800,4667900,41215000,4644544
2014-03-03,238781200,3950100,29717500,4225379
2014-03-04,259140000,4733000,26802400,2946403
2014-03-05,200062800,3485200,20520100,2479860
2014-03-06,185488800,3817300,23582200,2545706
2014-03-07,220729600,4117800,26591600,3041558
2014-03-10,178584000,4591200,19006600,2438305
2014-03-11,279224400,4229500,25216400,3438841
2014-03-12,199326400,4833000,30494100,3943325
2014-03-13,257742800,4913200,32169700,4708784
2014-03-14,237199200,5490300,27195600,4604996
2014-03-17,199544800,4938100,20479600,4340408
2014-03-18,209647200,3961300,64063900,3643606
2014-03-19,224756000,4323900,35597200,3237891
2014-03-20,208398400,5062600,59269800,3382029
2014-03-21,374046400,12535200,80721800,6441052
2014-03-24,355700800,5738500,46098400,6096968
2014-03-25,282293200,10912700,43193100,4838468
2014-03-26,299768000,6851700,41977500,5179341
2014-03-27,222031600,6767700,35369200,13136
2014-03-28,200564000,5194400,43472700,41213
2014-03-31,168669200,8537300,46886300,10830
2014-04-01,200760000,5394100,32605000,7922
2014-04-02,180420800,4924100,28666700,147103
2014-04-03,162344000,4091100,30139600,5099161
2014-04-04,275251200,6089900,51409600,6369339
2014-04-07,289850400,6740500,37559600,4401652
2014-04-08,243888400,5125000,35918600,3151228
2014-04-09,206169600,5480100,27398700,3330820
2014-04-10,239652000,8417900,45960800,4036853
2014-04-11,271717600,4835000,34330200,3924846
2014-04-14,205674000,5431100,32006600,2575050
2014-04-15,266490000,5351300,33968700,3855055
2014-04-16,214765600,8527300,30615800,4893298
2014-04-17,284334400,11249600,36688400,6809544
2014-04-21,182548800,5419700,22221200,2566728
2014-04-22,202563200,3878600,27056700,2365376
2014-04-23,394940000,4736400,24602800,2052319
2014-04-24,759911600,4407100,42381600,1883156
2014-04-25,390275200,3871000,56876800,2100351
2014-04-28,669485600,5638300,50610200,3335533
2014-04-29,337377600,4626300,29636200,2699090
2014-04-30,456640800,4206800,35458700,1751195
2014-05-01,244048000,3674000,28787400,1905517
2014-05-02,191514400,3049900,43416600,1688523
2014-05-05,287067200,2222100,22460900,1024104
2014-05-06,374564400,3188700,27112400,1689025
2014-05-07,282864400,3821000,41744500,3224328
2014-05-08,230297200,2431900,32120400,2021334
2014-05-09,291597600,2261600,29647600,2439479
2014-05-12,213208800,3777400,22782600,1912536
2014-05-13,159737200,2226600,27004800,1653427
2014-05-14,166404000,5251500,18818700,1191763
2014-05-15,230846000,4202200,37793200,1704367
2014-05-16,276256400,3949500,29867100,1485267
2014-05-19,317755200,3270700,24537400,1277799
2014-05-20,234836000,3026500,21320900,1784787
2014-05-21,196859600,2988000,22398700,1196275
2014-05-22,200760000,2218000,20201800,1615824
2014-05-23,232209600,2562900,18020000,1932190
2014-05-27,348866000,4793800,26160600,2104161
2014-05-28,315481600,3721600,25711500,1652023
2014-05-29,376474000,2759900,19888200,1354108
2014-05-30,564020800,4620500,34567600,1771149
2014-06-02,369350800,3200500,18504300,1435029
2014-06-03,292709200,2517100,18068900,1866611
2014-06-04,335482000,2376800,23209000,1816473
2014-06-05,303805600,2852200,31865200,1689125
2014-06-06,349938400,3296700,24060500,1736755
2014-06-09,301660000,2728400,15019200,1467518
2014-06-10,251108000,4154900,15117700,1351701
2014-06-11,182724000,4061700,18040000,1100112
2014-06-12,218996000,4425300,29818900,1458493
2014-06-13,218100000,2773600,26310000,1220542
2014-06-16,142244000,3556200,24205300,1702562
2014-06-17,118904000,2460900,22518600,1444555
2014-06-18,134056000,3931800,27097000,1741769
2014-06-19,142112000,3551100,19828200,2456827
2014-06-20,403592000,10686800,47764900,4508344
2014-06-23,174776000,3231700,18743900,1536808
2014-06-24,156144000,3875400,26509100,2207143
2014-06-25,147476000,2762800,20049100,1969392
2014-06-26,130516000,3258500,23604400,1741969
2014-06-27,256116000,4575500,74640000,2236925
2014-06-30,197929200,4223800,30793100,1313797
2014-07-01,152892000,6643100,26917000,1447965
2014-07-02,113860000,5093000,20208100,1056392
2014-07-03,91567200,2422400,15969300,714155
2014-07-07,225872000,2958700,21952400,1064615
2014-07-08,260888000,3135100,31218200,1909528
2014-07-09,145744000,3309600,18445900,1116758
2014-07-10,158744000,3177800,21854700,1356715
2014-07-11,136072000,2402500,24083000,1621740
2014-07-14,171240000,4501100,21881100,1854076
2014-07-15,181911600,4864700,28748700,1623044
2014-07-16,213585200,7812600,63318000,1397125
2014-07-17,229192000,8872300,82180300,3016559
2014-07-18,199952000,8166400,43407500,4014191
2014-07-21,156316000,4154400,37604400,2062146
2014-07-22,220788000,4853000,43095800,1699152
2014-07-23,371672000,3584200,52362900,1233176
2014-07-24,182916000,3612700,30725300,1035134
2014-07-25,173876000,3376400,26737700,932453
2014-07-28,221272000,3242400,29684200,986802
2014-07-29,172572000,3264100,27763100,1349896
2014-07-30,132040000,3943800,31921400,1016483
2014-07-31,227372000,4207500,31537500,2102757
2014-08-01,194044000,5181100,31170300,1955253
2014-08-04,159832000,2125900,34277400,1427308
2014-08-05,223732000,3307900,26266400,1551247
2014-08-06,154232000,3847000,24634000,1334353
2014-08-07,186844000,2708600,30314900,1110942
2014-08-08,167460000,2781500,28942700,1494793
2014-08-11,146340000,2527200,20351600,1214726
2014-08-12,135180000,1858600,21431100,1542022
2014-08-13,127664000,1795000,22889500,1439241
2014-08-14,112464000,1929500,19313200,985498
2014-08-15,195804000,2814800,41611300,1519159
2014-08-18,190288000,2420300,26891100,1284116
2014-08-19,277596000,2040100,28139500,978680
2014-08-20,210796000,2177600,24770500,1036739
2014-08-21,133912000,2496500,22285500,914805
2014-08-22,176736000,1940300,18294500,789060
2014-08-25,161080000,1723600,16910000,1361428
2014-08-26,132608000,3175400,14873100,1639689
2014-08-27,209476000,2190200,21287900,1703364
2014-08-28,273840000,1503600,17657600,1292940
2014-08-29,178380000,2909400,21607600,1083767
2014-09-02,214256000,2679700,22976800,1578422
2014-09-03,501684000,1822800,33684500,1215127
2014-09-04,342872000,2865000,26475500,1458193
2014-09-05,233828000,2260200,36939400,1632369
2014-09-08,185426800,2524200,45736700,1431018
2014-09-09,759385200,2403600,40302400,1287224
2014-09-10,403478400,2764000,27302400,977376
2014-09-11,249412400,2298500,29216400,1221043
2014-09-12,250504400,2901000,38244700,1601685
2014-09-15,245266000,2456400,37667600,1597574
2014-09-16,267632400,2561500,27910600,1480353
2014-09-17,243706000,3210800,38311900,1692835
2014-09-18,149197600,2963300,35556600,1444555
2014-09-19,283609600,8852000,202522400,3736631
2014-09-22,211153600,3318000,38686100,1689526
2014-09-23,253608800,3301800,33430300,1471429
2014-09-24,240687200,3082600,26582700,1728132
2014-09-25,400368000,4151400,33077400,1925973
2014-09-26,249482000,2493900,27078800,1443653
2014-09-29,199065200,2336300,26091000,1282411
2014-09-30,221056400,2932600,33033100,1621740
2014-10-01,205965200,3723200,38088400,1445458
2014-10-02,191031200,2283100,25119400,1178427
2014-10-03,173878400,3071500,32453200,1141726
2014-10-06,148204800,2099500,20604000,1214626
2014-10-07,168376800,2991300,25723700,1911333
2014-10-08,229618800,2984800,33031000,1990851
2014-10-09,309506000,2625400,34422800,2524813
2014-10-10,265326400,5090200,51978100,3081938
2014-10-13,214333600,3596700,37100200,2581669
2014-10-14,254754400,3924700,38115700,2222585
2014-10-15,403734400,6895800,60218700,3719384
2014-10-16,288618000,5578600,49040400,3708554
2014-10-17,272718800,4350200,40683300,5539367
2014-10-20,310069200,23416500,34527900,2607539
